Id,Churn,Genero,Tiene +60,Posee_pareja,Posee_dependientes,Tiempo_contrato,Servicio_telefono,Multiples_lineas,Tipo_internet,Seguridad_online,Backup_online,Proteccion_dispositivo,Soporte_tecnico,Streaming_tv,Streaming_peliculas,Tipo_contrato,Factura_digital,Metodo_pago,Valor_mensual,Total_cobrado,Cuentas_Diarias
8559-CIZFV,Si,Masculino,0,Si,Si,21,Si,Si,DSL,Si,Si,No,Si,Si,No,Un año,No,Cheque por correo,77.5,1625.0,2.58
8559-WNQZS,No,Masculino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,20.45,20.45,0.68
8561-NMTBD,No,Femenino,0,Si,Si,67,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Un año,Si,Tarjeta de crédito,112.35,7388.45,3.74
8562-GHPPI,No,Femenino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Tarjeta de crédito,19.8,19.8,0.66
8563-IIOXK,Si,Masculino,0,Si,Si,7,Si,No,DSL,Si,No,No,No,No,No,Un año,Si,Cheque electrónico,49.75,331.3,1.66
8563-OYMQY,No,Masculino,0,No,No,17,Si,No,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,Si,Tarjeta de crédito,90.95,1612.2,3.03
8564-LDKFL,No,Masculino,0,Si,No,40,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,Si,Transferencia bancaria,106.0,4178.65,3.53
8565-CLBZW,Si,Masculino,0,No,No,24,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mes a mes,Si,Cheque por correo,89.85,2165.05,2.99
8565-HBFNN,No,Masculino,0,Si,No,69,Si,Si,Fibra optica,Si,Si,Si,Si,No,Si,Un año,Si,Tarjeta de crédito,107.2,7317.1,3.57
8565-WUXZU,No,Masculino,1,Si,No,72,Si,No,Fibra optica,Si,Si,No,Si,No,No,Dos años,Si,Tarjeta de crédito,84.8,6141.65,2.83
8566-YPRGL,No,Femenino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,19.5,19.5,0.65
8570-KLJYJ,No,Femenino,0,No,No,36,Si,Si,DSL,Si,No,No,No,No,No,Un año,No,Cheque por correo,54.45,1893.5,1.82
8571-ZCMCX,No,Femenino,0,Si,Si,47,No,No,DSL,Si,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito,60.0,2768.65,2.0
8573-CGOCC,No,Masculino,0,No,No,16,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Tarjeta de crédito,19.75,294.9,0.66
8573-JGCZW,No,Masculino,0,No,No,17,Si,No,No,No,No,No,No,No,No,Un año,Si,Transferencia bancaria,19.65,351.55,0.65
8577-QSOCG,No,Femenino,0,Si,Si,38,Si,No,No,No,No,No,No,No,No,Dos años,Si,Cheque por correo,20.2,746.05,0.67
8580-AECUZ,Si,Masculino,1,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,79.1,79.1,2.64
8580-QVLOC,Si,Femenino,1,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,92.45,6440.25,3.08
8582-KRHPJ,No,Masculino,0,No,No,50,No,No,DSL,Si,Si,No,No,No,No,Mes a mes,Si,Cheque por correo,35.0,1782.4,1.17
8584-KMVXD,No,Femenino,0,No,No,8,Si,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,No,Cheque electrónico,75.6,535.55,2.52
8587-XYZSF,No,Masculino,0,No,No,67,Si,No,DSL,No,No,No,Si,No,No,Dos años,No,Transferencia bancaria,50.55,3260.1,1.68
8590-OHDIW,No,Femenino,0,Si,Si,38,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,20.3,749.35,0.68
8590-YFFQO,No,Masculino,0,Si,No,70,Si,No,DSL,Si,Si,Si,Si,No,No,Dos años,No,Tarjeta de crédito,64.95,4523.25,2.16
8591-NXRCV,No,Femenino,0,No,No,41,Si,Si,DSL,Si,No,Si,Si,No,Si,Mes a mes,Si,Transferencia bancaria,74.65,3090.65,2.49
8591-TKMZH,No,Masculino,0,Si,Si,59,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Dos años,Si,Cheque por correo,111.1,6555.2,3.7
8592-PLTMQ,No,Femenino,0,No,No,64,Si,Si,No,No,No,No,No,No,No,Un año,No,Cheque por correo,24.7,1642.75,0.82
8593-WHYHV,Si,Masculino,0,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,85.3,264.8,2.84
8595-SIZNC,No,Femenino,1,Si,No,22,Si,Si,No,No,No,No,No,No,No,Un año,No,Transferencia bancaria,25.6,548.8,0.85
8597-CTXVJ,No,Masculino,0,No,Si,70,Si,Si,DSL,Si,Si,No,Si,No,No,Un año,No,Transferencia bancaria,64.95,4551.5,2.16
8597-CWYHH,No,Masculino,0,No,No,43,Si,Si,Fibra optica,No,No,No,No,Si,Si,Un año,No,Cheque por correo,94.35,3921.3,3.14
8601-QACRS,Si,Femenino,0,No,No,5,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,50.6,249.95,1.69
8603-IJWDN,Si,Masculino,0,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,86.6,86.6,2.89
8605-ITULD,No,Femenino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.55,19.55,0.65
8606-CIQUL,No,Masculino,1,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,115.75,8399.15,3.86
8606-OEGQZ,No,Femenino,0,No,Si,18,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,25.3,454.65,0.84
8608-OZTLB,No,Masculino,0,Si,Si,38,Si,No,DSL,Si,Si,Si,Si,Si,No,Un año,No,Cheque electrónico,74.05,2802.3,2.47
8610-WFCJF,Si,Femenino,0,Si,Si,49,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,95.6,4783.5,3.19
8610-ZIKJJ,No,Femenino,0,Si,Si,2,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,20.3,31.9,0.68
8612-GXIDD,No,Masculino,0,Si,Si,12,Si,Si,No,No,No,No,No,No,No,Dos años,Si,Transferencia bancaria,25.4,313.0,0.85
8614-VGMMV,Si,Femenino,0,No,No,15,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,49.1,679.55,1.64
8617-ENBDS,No,Masculino,0,No,No,3,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Tarjeta de crédito,73.6,232.5,2.45
8619-IJNDK,No,Femenino,0,Si,Si,71,Si,No,DSL,Si,Si,Si,Si,No,No,Dos años,No,Tarjeta de crédito,64.05,4492.9,2.13
8620-RJPZN,No,Femenino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,20.7,20.7,0.69
8621-MNIHH,Si,Femenino,1,Si,No,34,Si,Si,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,Si,Cheque electrónico,94.25,3217.55,3.14
8622-ZLFKO,No,Femenino,0,Si,No,6,Si,Si,Fibra optica,No,Si,No,No,No,Si,Mes a mes,Si,Cheque electrónico,90.75,512.25,3.02
8623-TMRBY,Si,Masculino,1,Si,Si,51,Si,Si,Fibra optica,No,Si,Si,No,No,No,Mes a mes,Si,Cheque electrónico,84.2,4146.05,2.81
8623-ULFNQ,No,Femenino,1,No,No,26,Si,Si,DSL,No,No,No,Si,No,Si,Mes a mes,Si,Cheque electrónico,66.05,1652.4,2.2
8624-GIOUT,Si,Femenino,0,No,No,49,Si,Si,DSL,Si,Si,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,59.75,2934.3,1.99
8625-AZYZY,Si,Masculino,0,Si,No,24,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,104.65,2542.45,3.49
8626-PTQGE,No,Masculino,0,No,No,69,No,No,DSL,Si,Si,No,Si,Si,Si,Dos años,Si,Transferencia bancaria,60.05,4176.7,2.0
8626-XHBIE,No,Masculino,0,No,Si,56,Si,Si,No,No,No,No,No,No,No,Dos años,Si,Cheque por correo,24.8,1424.2,0.83
8627-EHGIP,Si,Masculino,0,No,No,44,No,No,DSL,No,Si,Si,No,Si,Si,Un año,Si,Cheque por correo,53.95,2375.4,1.8
8627-ZYGSZ,No,Masculino,0,Si,No,47,Si,Si,Fibra optica,No,Si,No,No,No,No,Un año,Si,Cheque electrónico,78.9,3650.35,2.63
8628-MFKAX,No,Femenino,1,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,116.75,8277.05,3.89
8630-FJLIB,No,Femenino,0,No,No,18,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,69.8,1221.65,2.33
8630-QSGXK,No,Masculino,0,Si,No,51,Si,Si,DSL,No,No,No,Si,Si,Si,Dos años,Si,Transferencia bancaria,75.2,3901.25,2.51
8631-NBHFZ,Si,Masculino,1,Si,Si,66,Si,Si,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Tarjeta de crédito,79.4,5154.6,2.65
8631-WUXGY,No,Femenino,0,No,Si,46,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,99.8,4391.25,3.33
8631-XVRZL,No,Masculino,0,No,No,9,Si,No,No,No,No,No,No,No,No,Un año,Si,Cheque por correo,20.15,163.7,0.67
8634-CILSZ,Si,Masculino,0,No,No,69,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Un año,Si,Transferencia bancaria,104.7,7220.35,3.49
8634-MPHTR,Si,Masculino,1,Si,No,47,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,100.05,4871.05,3.34
8637-XJIVR,Si,Femenino,0,No,No,12,Si,Si,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,78.95,927.35,2.63
8639-NHQEI,No,Femenino,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,No,No,Si,No,Dos años,Si,Transferencia bancaria,95.9,6954.15,3.2
8640-SDGKB,Si,Masculino,0,No,No,4,Si,No,DSL,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,74.4,299.7,2.48
8642-GVWRF,Si,Femenino,0,Si,No,2,Si,No,Fibra optica,No,Si,Si,No,No,No,Mes a mes,No,Transferencia bancaria,79.7,165.0,2.66
8644-XLFBW,Si,Masculino,1,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,71.65,71.65,2.39
8644-XYTSV,No,Masculino,0,Si,No,42,No,No,DSL,Si,No,No,No,Si,No,Mes a mes,Si,Transferencia bancaria,40.15,1626.05,1.34
8645-KOMJQ,No,Masculino,0,Si,Si,69,Si,Si,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,81.95,5601.4,2.73
8645-KWHJO,No,Masculino,0,No,No,14,No,No,DSL,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,55.0,771.95,1.83
8646-JCOMS,No,Femenino,0,Si,No,66,Si,Si,Fibra optica,No,Si,Si,Si,No,No,Un año,Si,Transferencia bancaria,90.55,6130.95,3.02
8647-SDTWQ,No,Masculino,0,Si,Si,57,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,74.3,4018.35,2.48
8648-PFRMP,No,Femenino,1,No,No,14,No,No,DSL,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,46.35,672.7,1.55
8650-RHRKE,Si,Masculino,0,No,No,4,No,No,DSL,No,No,Si,No,No,No,Mes a mes,Si,Cheque electrónico,29.65,118.5,0.99
8651-ENBZX,Si,Femenino,1,No,No,60,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,106.0,6441.4,3.53
8652-YHIYU,No,Femenino,0,No,Si,16,Si,Si,Fibra optica,No,No,No,Si,No,No,Un año,Si,Tarjeta de crédito,79.5,1264.2,2.65
8654-DHAOW,No,Femenino,0,No,No,2,Si,Si,DSL,No,Si,No,No,No,No,Mes a mes,No,Cheque por correo,54.15,101.65,1.8
8659-HDIYE,No,Femenino,1,No,No,64,Si,Si,DSL,No,Si,Si,Si,No,Si,Mes a mes,No,Tarjeta de crédito,74.65,4869.35,2.49
8659-IOOPU,No,Femenino,0,Si,Si,71,Si,Si,Fibra optica,Si,No,Si,Si,No,Si,Dos años,No,Cheque electrónico,100.45,7159.7,3.35
8660-BUETV,No,Femenino,0,No,No,3,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,44.75,148.05,1.49
8661-BOYNW,No,Femenino,0,Si,No,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,84.4,6096.45,2.81
8663-UPDGF,No,Femenino,0,No,No,26,Si,Si,DSL,Si,Si,No,No,Si,No,Mes a mes,Si,Transferencia bancaria,69.5,1800.05,2.32
8665-UTDHZ,Si,Masculino,0,Si,Si,1,No,No,DSL,No,Si,No,No,No,No,Mes a mes,No,Cheque electrónico,30.2,30.2,1.01
8668-KNZTI,No,Masculino,0,No,No,52,Si,No,DSL,Si,No,Si,No,No,No,Un año,No,Cheque electrónico,53.75,2790.65,1.79
8670-ERCJH,No,Masculino,0,No,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,113.4,8164.1,3.78
8670-MEFCP,No,Femenino,0,Si,Si,36,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,92.9,3379.25,3.1
8671-KKKOS,No,Femenino,0,Si,No,46,No,No,DSL,Si,Si,No,No,Si,No,Mes a mes,No,Cheque electrónico,45.55,2062.15,1.52
8672-OAUPW,No,Masculino,0,No,Si,51,Si,No,DSL,No,No,No,Si,No,No,Un año,No,Tarjeta de crédito,47.85,2356.75,1.6
8676-OOQEJ,No,Masculino,0,No,No,4,No,No,DSL,No,No,No,Si,No,No,Mes a mes,No,Cheque electrónico,30.5,118.4,1.02
8676-TRMJS,Si,Masculino,0,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,75.0,209.1,2.5
8677-HDZEE,No,Femenino,0,No,No,56,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,Si,Transferencia bancaria,105.45,5916.95,3.52
8679-JOEVF,Si,Femenino,1,No,No,16,Si,No,DSL,No,No,No,Si,Si,No,Mes a mes,No,Cheque electrónico,59.4,1023.9,1.98
8679-LZBMD,No,Masculino,0,Si,No,44,Si,No,Fibra optica,No,No,No,No,Si,Si,Un año,Si,Transferencia bancaria,90.65,3974.15,3.02
8680-CGLTP,No,Masculino,0,No,No,29,Si,No,DSL,Si,Si,No,Si,No,No,Un año,Si,Cheque electrónico,58.75,1696.2,1.96
8681-ICONS,No,Masculino,0,Si,Si,29,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,20.65,654.85,0.69
8685-WHQPW,Si,Femenino,1,No,No,22,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,74.4,1692.6,2.48
8687-BAFGU,No,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,Si,No,No,Mes a mes,No,Cheque electrónico,74.0,74.0,2.47
8690-UPCZI,No,Masculino,0,Si,Si,29,Si,Si,DSL,Si,No,No,Si,Si,No,Un año,No,Transferencia bancaria,69.05,1958.45,2.3
8690-ZVLCL,No,Femenino,0,Si,Si,68,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,88.0,6161.9,2.93
8695-ARGXZ,No,Masculino,1,Si,No,34,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,75.55,2425.4,2.52
8695-WDYEA,No,Masculino,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Cheque por correo,51.25,51.25,1.71
8696-JKZNU,Si,Femenino,1,No,No,37,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,76.25,2841.55,2.54
8699-ASUFO,Si,Masculino,1,Si,No,7,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,74.4,527.9,2.48
8701-DGLVH,No,Masculino,0,No,No,51,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,20.45,1042.65,0.68
8705-DWKTI,No,Masculino,0,No,No,52,Si,No,Fibra optica,No,No,Si,No,No,Si,Mes a mes,Si,Tarjeta de crédito,83.8,4331.4,2.79
8705-WZCYL,No,Masculino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,44.8,44.8,1.49
8706-HRADD,No,Masculino,0,No,No,21,No,No,DSL,Si,No,No,Si,Si,No,Mes a mes,Si,Cheque por correo,43.55,1011.5,1.45
8707-HOEDG,No,Femenino,0,Si,Si,70,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,110.2,7689.8,3.67
8707-RMEZH,No,Femenino,1,Si,No,69,Si,No,Fibra optica,Si,Si,No,No,No,Si,Un año,No,Tarjeta de crédito,87.3,6055.55,2.91
8708-XPXHZ,Si,Femenino,0,Si,Si,42,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,94.2,4186.3,3.14
8709-KRDVL,No,Femenino,0,No,No,33,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,100.0,3320.6,3.33
8710-YGLWG,No,Masculino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,44.9,44.9,1.5
8711-LOBKY,No,Masculino,0,Si,Si,59,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,19.85,1188.25,0.66
8713-IGZSO,No,Masculino,0,No,No,2,Si,Si,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,24.85,62.0,0.83
8714-CTZJW,No,Femenino,0,No,No,4,Si,No,Fibra optica,No,No,Si,No,No,Si,Mes a mes,Si,Tarjeta de crédito,82.85,319.6,2.76
8714-EUHJO,Si,Femenino,0,Si,Si,31,Si,Si,Fibra optica,No,Si,No,No,No,Si,Mes a mes,Si,Cheque electrónico,91.15,2995.45,3.04
8715-KKTFG,No,Femenino,0,Si,No,61,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,103.3,6518.35,3.44
8717-VCTXJ,No,Masculino,0,No,No,42,Si,No,No,No,No,No,No,No,No,Un año,Si,Cheque por correo,19.55,839.4,0.65
8718-PTMEZ,Si,Femenino,0,No,No,13,No,No,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,31.05,347.25,1.03
8720-RQSBJ,No,Masculino,1,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,44.0,44.0,1.47
8722-NGNBH,Si,Masculino,0,No,No,5,No,No,DSL,Si,No,Si,Si,No,No,Mes a mes,No,Cheque por correo,40.0,223.45,1.33
8722-PRFDV,No,Femenino,0,Si,Si,71,Si,No,DSL,Si,No,Si,No,Si,Si,Dos años,No,Tarjeta de crédito,77.55,5574.35,2.58
8725-JEDFD,No,Masculino,0,No,No,27,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,69.05,1793.25,2.3
8727-JQFHV,No,Masculino,0,Si,Si,57,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,20.75,1123.15,0.69
8727-XDPUD,No,Masculino,0,No,No,37,No,No,DSL,No,No,No,No,Si,No,Dos años,No,Tarjeta de crédito,35.8,1316.9,1.19
8728-SKJLR,No,Masculino,0,No,No,41,Si,No,Fibra optica,No,No,No,Si,No,No,Mes a mes,Si,Cheque electrónico,74.25,3089.1,2.48
8731-WBBMB,No,Femenino,0,Si,No,26,Si,No,DSL,No,Si,Si,Si,Si,Si,Mes a mes,No,Transferencia bancaria,81.9,2078.55,2.73
8734-DKSTZ,No,Femenino,0,Si,Si,10,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,No,Cheque electrónico,85.95,858.6,2.86
8734-FNWVH,No,Masculino,0,Si,Si,31,Si,Si,DSL,No,No,No,No,No,Si,Mes a mes,No,Transferencia bancaria,59.7,1825.5,1.99
8735-DCXNF,No,Masculino,0,Si,No,10,Si,No,DSL,Si,No,No,Si,No,No,Mes a mes,Si,Tarjeta de crédito,54.95,568.85,1.83
8735-IJJEG,No,Masculino,0,Si,No,14,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,No,Tarjeta de crédito,50.2,668.85,1.67
8735-NBLWT,No,Masculino,0,No,Si,9,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.4,184.1,0.68
8735-SDUFN,No,Femenino,1,Si,No,72,Si,Si,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,24.3,1778.7,0.81
8738-JOKAR,No,Femenino,0,No,No,42,Si,No,DSL,Si,Si,No,Si,No,Si,Un año,Si,Cheque por correo,67.7,2882.25,2.26
8739-QOTTN,No,Femenino,0,Si,No,2,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.35,41.85,0.68
8739-WWKDU,Si,Masculino,1,No,No,25,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,89.5,2196.15,2.98
8739-XNIKG,No,Femenino,0,No,No,5,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,84.0,424.75,2.8
8740-CRYFY,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,78.95,78.95,2.63
8740-XLHDR,Si,Masculino,0,No,No,5,No,No,DSL,Si,Si,Si,Si,No,No,Mes a mes,Si,Cheque por correo,43.25,219.0,1.44
8741-LQOBK,No,Femenino,0,Si,Si,46,No,No,DSL,Si,Si,No,No,No,No,Mes a mes,No,Transferencia bancaria,35.05,1620.25,1.17
8745-PVESG,No,Femenino,0,No,No,57,No,No,DSL,Si,No,Si,Si,No,No,Un año,Si,Tarjeta de crédito,41.1,2258.25,1.37
8746-BFOAJ,No,Masculino,1,No,No,21,Si,No,No,No,No,No,No,No,No,Un año,No,Transferencia bancaria,20.5,429.55,0.68
8746-OQQRW,No,Masculino,0,No,No,4,Si,Si,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,25.25,101.9,0.84
8747-UDCOI,No,Femenino,0,Si,No,65,Si,No,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,19.35,1319.95,0.64
8748-HFWBO,No,Masculino,0,Si,Si,19,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,19.9,357.7,0.66
8749-CLJXC,No,Masculino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.05,20.05,0.67
8749-JMNKX,Si,Masculino,1,Si,No,51,Si,Si,Fibra optica,Si,No,Si,No,Si,No,Mes a mes,Si,Transferencia bancaria,93.8,4750.95,3.13
8749-TZYEC,No,Masculino,0,Si,No,72,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,24.8,1874.3,0.83
8750-QWZAJ,No,Femenino,0,Si,Si,70,Si,No,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,19.8,1378.75,0.66
8751-EDEKA,No,Femenino,0,Si,No,28,Si,No,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,No,Tarjeta de crédito,89.9,2433.5,3.0
8752-GHJFU,No,Masculino,1,Si,No,71,Si,Si,Fibra optica,Si,Si,Si,Si,No,No,Un año,Si,Cheque electrónico,92.0,6585.2,3.07
8752-IMQOS,No,Masculino,0,Si,Si,5,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,20.1,85.1,0.67
8752-STIVR,Si,Femenino,0,No,No,4,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,79.0,303.15,2.63
8755-IWJHN,No,Masculino,1,Si,No,69,Si,Si,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,Si,Transferencia bancaria,95.35,6382.0,3.18
8755-OGKNA,No,Femenino,0,Si,Si,57,Si,No,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,19.5,1167.6,0.65
8756-RDDLT,No,Femenino,0,No,No,68,No,No,DSL,No,Si,No,Si,No,Si,Mes a mes,No,Cheque electrónico,44.95,3085.35,1.5
8757-TFHHJ,No,Masculino,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,49.8,49.8,1.66
8760-ZRHKE,No,Femenino,1,Si,Si,71,Si,Si,DSL,Si,Si,No,No,Si,No,Un año,No,Cheque electrónico,69.2,4982.5,2.31
8761-NSOBC,Si,Masculino,0,No,No,44,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,No,Cheque electrónico,100.55,4398.15,3.35
8763-KIAFH,No,Femenino,0,Si,Si,27,Si,No,No,No,No,No,No,No,No,Un año,Si,Cheque por correo,20.55,583.3,0.68
8766-PAFNE,No,Masculino,0,Si,No,71,Si,No,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,79.1,5564.85,2.64
8769-KKTPH,No,Femenino,0,Si,Si,63,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Un año,Si,Tarjeta de crédito,99.65,6311.2,3.32
8773-HHUOZ,Si,Femenino,0,No,Si,17,Si,No,DSL,No,No,No,No,Si,Si,Mes a mes,Si,Cheque por correo,64.7,1093.1,2.16
8774-GSBUN,No,Masculino,0,Si,No,72,Si,Si,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,25.4,1797.1,0.85
8775-CEBBJ,Si,Femenino,0,No,No,9,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,44.2,403.35,1.47
8775-ERLNB,No,Masculino,1,Si,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,74.3,74.3,2.48
8775-LHDJH,Si,Femenino,1,Si,No,1,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,90.6,90.6,3.02
8777-MBMTS,No,Femenino,1,Si,No,65,Si,No,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,105.85,6725.5,3.53
8777-PVYGU,No,Femenino,0,Si,No,52,Si,No,DSL,Si,No,Si,No,Si,No,Un año,Si,Cheque por correo,64.3,3410.6,2.14
8778-LMWTJ,No,Femenino,0,No,No,9,Si,No,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,74.85,708.2,2.49
8779-QRDMV,Si,Masculino,1,No,No,1,No,No,DSL,No,No,Si,No,No,Si,Mes a mes,Si,Cheque electrónico,39.65,39.65,1.32
8779-YIQQA,No,Masculino,0,Si,Si,21,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,19.8,350.1,0.66
8780-IHCRN,No,Masculino,0,Si,Si,63,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,24.65,1574.5,0.82
8780-IXSTS,Si,Femenino,0,No,No,6,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,90.1,521.3,3.0
